PROC_CODE,ORG_PROC_CODE,LONG_DESC,SHORT_DESC
18.12,1812,Biopsy of external ear,External ear biopsy
18.19,1819,Other diagnostic procedures on external ear,Ext ear diagnos proc NEC
18.21,1821,Excision of preauricular sinus,Preauricular sinus excis
18.29,1829,Excision or destruction of other lesion of external ear,Destruct ext ear les NEC
18.31,1831,Radical excision of lesion of external ear,Rad excis ext ear les
18.39,1839,Other excision of external ear,Excis external ear NEC
1.84,184,Suture of laceration of external ear,Suture ext ear lac
1.85,185,Surgical correction of prominent ear,Correction prominent ear
1.86,186,Reconstruction of external auditory canal,Ext audit canal reconstr
18.71,1871,Construction of auricle of ear,Construction ear auricle
18.72,1872,Reattachment of amputated ear,Reattach amputated ear
18.79,1879,Other plastic repair of external ear,Plastic rep ext ear NEC
1.89,189,Other operations on external ear,Other ext ear operations
1.9,190,Stapes mobilization,Stapes mobilization
19.11,1911,Stapedectomy with incus replacement,Stapedect w replac incus
19.19,1919,Other stapedectomy,Stapedectomy NEC
19.21,1921,Revision of stapedectomy with incus replacement,Rev stapdec w incus repl
19.29,1929,Other revision of stapedectomy,Stapedectomy revis NEC
1.93,193,Other operations on ossicular chain,Ossicular chain op NEC
1.94,194,Myringoplasty,Myringoplasty
19.52,1952,Type II tympanoplasty,Type 2 tympanoplasty
19.53,1953,Type III tympanoplasty,Type 3 tympanoplasty
19.54,1954,Type IV tympanoplasty,Type 4 tympanoplasty
19.55,1955,Type V tympanoplasty,Type 5 tympanoplasty
1.96,196,Revision of tympanoplasty,Tympanoplasty revision
1.99,199,Other repair of middle ear,Middle ear repair NEC
20.01,2001,Myringotomy with insertion of tube,Myringotomy w intubation
20.09,2009,Other myringotomy,Myringotomy NEC
2.01,201,Removal of tympanostomy tube,Tympanostomy tube remove
20.21,2021,Incision of mastoid,Mastoid incision
20.22,2022,Incision of petrous pyramid air cells,Petrus pyram air cel inc
20.23,2023,Incision of middle ear,Middle ear incision
20.31,2031,Electrocochleography,Electrocochleography
20.32,2032,Biopsy of middle and inner ear,Mid & inner ear biopsy
20.39,2039,Other diagnostic procedures on middle and inner ear,Mid/in ear dx proc NEC
20.41,2041,Simple mastoidectomy,Simple mastoidectomy
20.42,2042,Radical mastoidectomy,Radical mastoidectomy
20.49,2049,Other mastoidectomy,Mastoidectomy NEC
20.51,2051,Excision of lesion of middle ear,Excise middle ear lesion
20.59,2059,Other excision of middle ear,Middle ear excision NEC
20.61,2061,Fenestration of inner ear (initial),Inner ear fenestration
20.62,2062,Revision of fenestration of inner ear,Revis inner ear fenestra
20.71,2071,Endolymphatic shunt,Endolymphatic shunt
20.72,2072,Injection into inner ear,Inner ear injection
20.79,2079,"Other incision, excision, and destruction of inner ear",Inc/exc/destr in ear NEC
2.08,208,Operations on eustachian tube,Eustachian tube ops
20.91,2091,Tympanosympathectomy,Tympanosympathectomy
20.92,2092,Revision of mastoidectomy,Mastoidectomy revision
20.93,2093,Repair of oval and round windows,Repair oval/round window
20.94,2094,Injection of tympanum,Tympanic injection
20.95,2095,Implantation of electromagnetic hearing device,Elecmag hear dev implant
20.96,2096,"Implantation or replacement of cochlear prosthetic device, not otherwise specified",Implt cochlear prost NOS
20.97,2097,"Implantation or replacement of cochlear prosthetic device, single channel",Imp/rep schan coch pros
20.98,2098,"Implantation or replacement of cochlear prosthetic device, multiple channel",Imp/rep mchan cochl pros
20.99,2099,Other operations on middle and inner ear,Mid-inner ear ops NEC
21,2100,"Control of epistaxis, not otherwise specified",Control of epistaxis NOS
21.01,2101,Control of epistaxis by anterior nasal packing,Ant nasal pack for epist
21.02,2102,Control of epistaxis by posterior (and anterior) packing,Post nasal pac for epist
21.03,2103,Control of epistaxis by cauterization (and packing),Cautery to stop epistax
21.04,2104,Control of epistaxis by ligation of ethmoidal arteries,Ethmoid art ligat-epist
21.05,2105,Control of epistaxis by (transantral) ligation of the maxillary artery,Max art lig for epistax
21.06,2106,Control of epistaxis by ligation of the external carotid artery,Ext carot art lig-epist
21.07,2107,Control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall,Nasal sept grft-epistax
21.09,2109,Control of epistaxis by other means,Epistaxis control NEC
2.11,211,Incision of nose,Incision of nose
21.21,2121,Rhinoscopy,Rhinoscopy
21.22,2122,Biopsy of nose,Nasal biopsy
21.29,2129,Other diagnostic procedures on nose,Nasal dx proc NEC
21.3,2130,"Excision or destruction of lesion of nose, not otherwise specified",Nasal lesion excis NOS
21.31,2131,Local excision or destruction of intranasal lesion,Intranas les destruction
21.32,2132,Local excision or destruction of other lesion of nose,Nasal les destruct NEC
2.14,214,Resection of nose,Resection of nose
2.15,215,Submucous resection of nasal septum,Submuc nasal sept resect
21.61,2161,Turbinectomy by diathermy or cryosurgery,Diather/cryo turbinectom
21.62,2162,Fracture of the turbinates,Turbinate fracture
21.69,2169,Other turbinectomy,Turbinectomy NEC
21.71,2171,Closed reduction of nasal fracture,Clos reduction nasal fx
21.72,2172,Open reduction of nasal fracture,Open reduction nasal fx
21.81,2181,Suture of laceration of nose,Nasal laceration suture
21.82,2182,Closure of nasal fistula,Nasal fistula closure
21.83,2183,Total nasal reconstruction,Tot nasal reconstruction
21.84,2184,Revision rhinoplasty,Revision rhinoplasty
21.85,2185,Augmentation rhinoplasty,Augmentation rhinoplasty
21.86,2186,Limited rhinoplasty,Limited rhinoplasty
21.87,2187,Other rhinoplasty,Rhinoplasty NEC
21.88,2188,Other septoplasty,Septoplasty NEC
21.89,2189,Other repair and plastic operations on nose,Nasal repair NEC
21.91,2191,Lysis of adhesions of nose,Lysis of nasal adhesions
21.99,2199,Other operations on nose,Nasal operation NEC
22,2200,"Aspiration and lavage of nasal sinus, not otherwise specified",Sinus aspirat/lavage NOS
22.01,2201,Puncture of nasal sinus for aspiration or lavage,Sinus punct for lavage
22.02,2202,Aspiration or lavage of nasal sinus through natural ostium,Sinus lavage thru ostium
22.11,2211,Closed [endoscopic] [needle] biopsy of nasal sinus,Closed nasal sinus bx
22.12,2212,Open biopsy of nasal sinus,Open biopsy nasal sinus
22.19,2219,Other diagnostic procedures on nasal sinuses,Nasal sinus dx proc NEC
2.22,222,Intranasal antrotomy,Intranasal antrotomy
22.31,2231,Radical maxillary antrotomy,Radical maxillary antrot
22.39,2239,Other external maxillary antrotomy,Ext maxillary antrot NEC
22.41,2241,Frontal sinusotomy,Frontal sinusotomy
22.42,2242,Frontal sinusectomy,Frontal sinusectomy
22.5,2250,"Sinusotomy, not otherwise specified",Sinusotomy NOS
22.51,2251,Ethmoidotomy,Ethmoidotomy
22.52,2252,Sphenoidotomy,Sphenoidotomy
22.53,2253,Incision of multiple nasal sinuses,Multiple sinus incision
22.6,2260,"Sinusectomy, not otherwise specified",Sinusectomy NOS
22.61,2261,Excision of lesion of maxillary sinus with Caldwell-Luc approach,C-luc exc max sinus les
22.62,2262,Excision of lesion of maxillary sinus with other approach,Exc max sinus lesion NEC
22.63,2263,Ethmoidectomy,Ethmoidectomy
22.64,2264,Sphenoidectomy,Sphenoidectomy
22.71,2271,Closure of nasal sinus fistula,Nasal sinus fistula clos
22.79,2279,Other repair of nasal sinus,Nasal sinus repair NEC
2.29,229,Other operations on nasal sinuses,Other nasal sinus ops
23.01,2301,Extraction of deciduous tooth,Deciduous tooth extract
23.09,2309,Extraction of other tooth,Tooth extraction NEC
23.11,2311,Removal of residual root,Residual root removal
23.19,2319,Other surgical extraction of tooth,Surg tooth extract NEC
2.32,232,Restoration of tooth by filling,Tooth restor by filling
2.33,233,Restoration of tooth by inlay,Tooth restorat by inlay
23.41,2341,Application of crown,Crown application
23.42,2342,Insertion of fixed bridge,Fixed bridge insertion
23.43,2343,Insertion of removable bridge,Insert removable bridge
23.49,2349,Other dental restoration,Dental restoration NEC
2.35,235,Implantation of tooth,Tooth implantation
2.36,236,Prosthetic dental implant,Prosthet dental implant
23.7,2370,"Root canal, not otherwise specified",Root canal NOS
23.71,2371,Root canal therapy with irrigation,Root canal w irrigation
23.72,2372,Root canal therapy with apicoectomy,Root canal w apicoectomy
23.73,2373,Apicoectomy,Apicoectomy
2.4,240,Incision of gum or alveolar bone,Gum or alveolar incision
24.11,2411,Biopsy of gum,Gum biopsy
24.12,2412,Biopsy of alveolus,Alveolus biopsy
24.19,2419,"Other diagnostic procedures on teeth, gums, and alveoli",Tooth & gum dx proc NEC
2.42,242,Gingivoplasty,Gingivoplasty
24.31,2431,Excision of lesion or tissue of gum,Gum lesion excision
24.32,2432,Suture of laceration of gum,Suture of gum laceration
24.39,2439,Other operations on gum,Gum operation NEC
2.44,244,Excision of dental lesion of jaw,Exc of dental les of jaw
2.45,245,Alveoloplasty,Alveoloplasty
2.46,246,Exposure of tooth,Exposure of tooth
2.47,247,Application of orthodontic appliance,Orthodon applianc applic
2.48,248,Other orthodontic operation,Other orthodontic operat
24.91,2491,Extension or deepening of buccolabial or lingual sulcus,Exten buccolabial/sulcus
24.99,2499,Other dental operations,Dental operation NEC
25.01,2501,Closed [needle] biopsy of tongue,Closed biopsy of tongue
25.02,2502,Open biopsy of tongue,Open biopsy of tongue
25.09,2509,Other diagnostic procedures on tongue,Tongue dx procedure NEC
2.51,251,Excision or destruction of lesion or tissue of tongue,Destruction tongue les
2.52,252,Partial glossectomy,Partial glossectomy
2.53,253,Complete glossectomy,Complete glossectomy
2.54,254,Radical glossectomy,Radical glossectomy
25.51,2551,Suture of laceration of tongue,Suture of tongue lacerat
25.59,2559,Other repair and plastic operations on tongue,Repair of tongue NEC
25.91,2591,Lingual frenotomy,Lingual frenotomy
25.92,2592,Lingual frenectomy,Lingual frenectomy
25.93,2593,Lysis of adhesions of tongue,Lysis of tongue adhesion
25.94,2594,Other glossotomy,Other glossotomy
25.99,2599,Other operations on tongue,Tongue operation NEC
2.6,260,Incision of salivary gland or duct,Incis salivary glnd/duct
26.11,2611,Closed [needle] biopsy of salivary gland or duct,Clos bx saliv gland/duct
26.12,2612,Open biopsy of salivary gland or duct,Open bx saliv gland/duct
26.19,2619,Other diagnostic procedures on salivary glands and ducts,Saliv glnd dx proc NEC
26.21,2621,Marsupialization of salivary gland cyst,Salivary cyst marsupial
26.29,2629,Other excision of salivary gland lesion,Saliv lesion excis NEC
26.3,2630,"Sialoadenectomy, not otherwise specified",Sialoadenectomy NOS
26.31,2631,Partial sialoadenectomy,Partial sialoadenectomy
26.32,2632,Complete sialoadenectomy,Complete sialoadenectomy
26.41,2641,Suture of laceration of salivary gland,Suture of saliv glnd lac
26.42,2642,Closure of salivary fistula,Salivary fistula closure
26.49,2649,Other repair and plastic operations on salivary gland or duct,Salivary repair NEC
26.91,2691,Probing of salivary duct,Salivary duct probing
26.99,2699,Other operations on salivary gland or duct,Salivary operation NEC
2.7,270,Drainage of face and floor of mouth,Drain face & mouth floor
2.71,271,Incision of palate,Incision of palate
27.21,2721,Biopsy of bony palate,Bony palate biopsy
27.22,2722,Biopsy of uvula and soft palate,Uvula and soft palate bx
27.23,2723,Biopsy of lip,Lip biopsy
27.24,2724,"Biopsy of mouth, unspecified structure",Mouth biopsy NOS
27.29,2729,Other diagnostic procedures on oral cavity,Oral cavity dx proc NEC
27.31,2731,Local excision or destruction of lesion or tissue of bony palate,Loc exc bony palate les
27.32,2732,Wide excision or destruction of lesion or tissue of bony palate,Wide exc bony palate les
27.41,2741,Labial frenectomy,Labial frenumectomy
27.42,2742,Wide excision of lesion of lip,Wide excision of lip les
27.43,2743,Other excision of lesion or tissue of lip,Excision of lip les NEC
27.49,2749,Other excision of mouth,Excision of mouth NEC
27.51,2751,Suture of laceration of lip,Suture of lip laceration
27.52,2752,Suture of laceration of other part of mouth,Suture of mouth lac NEC
27.53,2753,Closure of fistula of mouth,Closure of mouth fistula
27.54,2754,Repair of cleft lip,Repair of cleft lip
27.55,2755,Full-thickness skin graft to lip and mouth,Full-thick grft to mouth
27.56,2756,Other skin graft to lip and mouth,Skin graft to mouth NEC
27.57,2757,Attachment of pedicle or flap graft to lip and mouth,Pedicle attach to mouth
27.59,2759,Other plastic repair of mouth,Mouth repair NEC
27.61,2761,Suture of laceration of palate,Suture of palate lacerat
27.62,2762,Correction of cleft palate,Cleft palate correction
27.63,2763,Revision of cleft palate repair,Revis cleft palat repair
27.64,2764,Insertion of palatal implant,Insert palatal implant
27.69,2769,Other plastic repair of palate,Oth plastic repair palat
27.71,2771,Incision of uvula,Incision of uvula
27.72,2772,Excision of uvula,Excision of uvula
27.73,2773,Repair of uvula,Repair of uvula
27.79,2779,Other operations on uvula,Other uvula operations
27.91,2791,Labial frenotomy,Labial frenotomy
27.92,2792,"Incision of mouth, unspecified structure",Mouth incision NOS
27.99,2799,Other operations on oral cavity,Oral cavity ops NEC
2.8,280,Incision and drainage of tonsil and peritonsillar structures,Peritonsillar i & d
28.11,2811,Biopsy of tonsils and adenoids,Tonsil&adenoid biopsy
28.19,2819,Other diagnostic procedures on tonsils and adenoids,Tonsil&adenoid dx op NEC
2.82,282,Tonsillectomy without adenoidectomy,Tonsillectomy
2.83,283,Tonsillectomy with adenoidectomy,Tonsillectomy/adenoidec
2.84,284,Excision of tonsil tag,Excision of tonsil tag
2.85,285,Excision of lingual tonsil,Excision lingual tonsil
2.86,286,Adenoidectomy without tonsillectomy,Adenoidectomy
2.87,287,Control of hemorrhage after tonsillectomy and adenoidectomy,Hemorr contrl post T & A
28.91,2891,Removal of foreign body from tonsil and adenoid by incision,Incis to remov tonsil FB
28.92,2892,Excision of lesion of tonsil and adenoid,Excis tonsil/adenoid les
28.99,2899,Other operations on tonsils and adenoids,Tonsil/adenoid ops NEC
2.9,290,Pharyngotomy,Pharyngotomy
29.11,2911,Pharyngoscopy,Pharyngoscopy
29.12,2912,Pharyngeal biopsy,Pharyngeal biopsy
29.19,2919,Other diagnostic procedures on pharynx,Pharyngeal dx proc NEC
2.92,292,Excision of branchial cleft cyst or vestige,Exc branchial cleft cyst
29.31,2931,Cricopharyngeal myotomy,Cricopharyngeal myotomy
29.32,2932,Pharyngeal diverticulectomy,Pharyngeal diverticulec
29.33,2933,Pharyngectomy (partial),Pharyngectomy
29.39,2939,Other excision or destruction of lesion or tissue of pharynx,Excis/destr les phar NEC
2.94,294,Plastic operation on pharynx,Plastic op on pharynx
29.51,2951,Suture of laceration of pharynx,Suture of pharyngeal lac
29.52,2952,Closure of branchial cleft fistula,Clos branch cleft fistul
29.53,2953,Closure of other fistula of pharynx,Clos pharynx fistula NEC
29.54,2954,Lysis of pharyngeal adhesions,Lysis pharyngeal adhes
29.59,2959,Other repair of pharynx,Pharyngeal repair NEC
29.91,2991,Dilation of pharynx,Pharyngeal dilation
29.92,2992,Division of glossopharyngeal nerve,Divis glossopharyng nerv
29.99,2999,Other operations on pharynx,Pharyngeal operation NEC
30.01,3001,Marsupialization of laryngeal cyst,Larynx cyst marsupializ
30.09,3009,Other excision or destruction of lesion or tissue of larynx,Destruct larynx les NEC
3.01,301,Hemilaryngectomy,Hemilaryngectomy
30.21,3021,Epiglottidectomy,Epiglottidectomy
30.22,3022,Vocal cordectomy,Vocal cordectomy
30.29,3029,Other partial laryngectomy,Other part laryngectomy
3.03,303,Complete laryngectomy,Complete laryngectomy
3.04,304,Radical laryngectomy,Radical laryngectomy
3.1,310,Injection of larynx,Injection of larynx
3.11,311,Temporary tracheostomy,Temporary tracheostomy
31.21,3121,Mediastinal tracheostomy,Mediastinal tracheostomy
31.29,3129,Other permanent tracheostomy,Other perm tracheostomy
3.13,313,Other incision of larynx or trachea,Incis larynx trachea NEC
31.41,3141,Tracheoscopy through artificial stoma,Tracheoscopy thru stoma
31.42,3142,Laryngoscopy and other tracheoscopy,Larygnoscopy/tracheoscop
31.43,3143,Closed [endoscopic] biopsy of larynx,Closed biopsy larynx
31.44,3144,Closed [endoscopic] biopsy of trachea,Closed biopsy trachea
31.45,3145,Open biopsy of larynx or trachea,Opn bx larynx or trachea
31.48,3148,Other diagnostic procedures on larynx,Oth larynx dx procedure
31.49,3149,Other diagnostic procedures on trachea,Oth trachea dx procedure
3.15,315,Local excision or destruction of lesion or tissue of trachea,Local destruc trach les
31.61,3161,Suture of laceration of larynx,Suture of laryngeal lac
31.62,3162,Closure of fistula of larynx,Laryngeal fistula clos
31.63,3163,Revision of laryngostomy,Laryngostomy revision
31.64,3164,Repair of laryngeal fracture,Laryngeal fx repair
31.69,3169,Other repair of larynx,Other laryngeal repair
31.71,3171,Suture of laceration of trachea,Suture of tracheal lacer
31.72,3172,Closure of external fistula of trachea,Closure of tracheostomy
31.73,3173,Closure of other fistula of trachea,Trachea fistula clos NEC
31.74,3174,Revision of tracheostomy,Revision of tracheostomy
31.75,3175,Reconstruction of trachea and construction of artificial larynx,Tracheal reconstruction
31.79,3179,Other repair and plastic operations on trachea,Other tracheal repair
31.91,3191,Division of laryngeal nerve,Laryngeal nerv division
31.92,3192,Lysis of adhesions of trachea or larynx,Lysis trach/larynx adhes
31.93,3193,Replacement of laryngeal or tracheal stent,Replace trac/laryn stent
31.94,3194,Injection of locally-acting therapeutic substance into trachea,Tracheal injection
31.95,3195,Tracheoesophageal fistulization,Tracheoesoph fistulizat
31.98,3198,Other operations on larynx,Oth laryngeal operation
31.99,3199,Other operations on trachea,Other tracheal operation
32.01,3201,Endoscopic excision or destruction of lesion or tissue of bronchus,Endosc destruc bronc les
32.09,3209,Other local excision or destruction of lesion or tissue of bronchus,Other destruc bronc les
3.21,321,Other excision of bronchus,Other bronchial excision
32.2,3220,Thoracoscopic excision of lesion or tissue of lung,Thorac exc lung lesion
32.21,3221,Plication of emphysematous bleb,Emphysema bleb plication
32.22,3222,Lung volume reduction surgery,Lung vol reduction surg
32.23,3223,Open ablation of lung lesion or tissue,Open abltn lung les/tiss
32.24,3224,Percutaneous ablation of lung lesion or tissue,Perc abltn lung les/tiss
32.25,3225,Thoracoscopic ablation of lung lesion or tissue,Thor abltn lung les/tiss
32.26,3226,Other and unspecified ablation of lung lesion or tissue,Abltn lung tiss NEC/NOS
32.27,3227,"Bronchoscopic bronchial thermoplasty, ablation of airway smooth muscle","Brnc thrmplsty,ablt mscl"
32.28,3228,Endoscopic excision or destruction of lesion or tissue of lung,Endosc destruc lung les
32.29,3229,Other local excision or destruction of lesion or tissue of lung,Destroy loc lung les NEC
32.3,3230,Thoracoscopic segmental resection of lung,Thorac seg lung resect
32.39,3239,Other and unspecified segmental resection of lung,Oth seg lung resect NOS
32.41,3241,Thoracoscopic lobectomy of lung,Thorac lobectomy lung
32.49,3249,Other lobectomy of lung,Lobectomy of lung NEC
32.5,3250,Thoracoscopic pneumonectomy,Thoracospc pneumonectomy
32.59,3259,Other and unspecified pneumonectomy,Other pneumonectomy NOS
3.26,326,Radical dissection of thoracic structures,Rad dissec thorac struct
3.29,329,Other excision of lung,Other excision of lung
3.3,330,Incision of bronchus,Incision of bronchus
3.31,331,Incision of lung,Incision of lung
33.2,3320,Thoracoscopic lung biopsy,Thoracoscopc lung biopsy
33.21,3321,Bronchoscopy through artificial stoma,Bronchoscopy thru stoma
33.22,3322,Fiber-optic bronchoscopy,Fiber-optic bronchoscopy
33.23,3323,Other bronchoscopy,Other bronchoscopy
33.24,3324,Closed [endoscopic] biopsy of bronchus,Closed bronchial biopsy
33.25,3325,Open biopsy of bronchus,Open bronchial biopsy
33.26,3326,Closed [percutaneous] [needle] biopsy of lung,Closed lung biopsy
33.27,3327,Closed endoscopic biopsy of lung,Clos endoscopic lung bx
33.28,3328,Open biopsy of lung,Open lung biopsy
33.29,3329,Other diagnostic procedures on lung or bronchus,Bronch/lung dx proc NEC
33.31,3331,Destruction of phrenic nerve for collapse of lung,Destr phren-lung collaps
33.32,3332,Artificial pneumothorax for collapse of lung,Pnemothorax-lung collaps
33.33,3333,Pneumoperitoneum for collapse of lung,Pneumoperit-lung collaps
33.34,3334,Thoracoplasty,Thoracoplasty
33.39,3339,Other surgical collapse of lung,Surg collaps of lung NEC
33.41,3341,Suture of laceration of bronchus,Bronchial lacerat suture
33.42,3342,Closure of bronchial fistula,Bronchial fistula clos
33.43,3343,Closure of laceration of lung,Lung laceration closure
33.48,3348,Other repair and plastic operations on bronchus,Bronchial repair NEC
33.49,3349,Other repair and plastic operations on lung,Lung repair NEC
33.5,3350,"Lung transplantation, not otherwise specified",Lung transplant NOS
33.51,3351,Unilateral lung transplantation,Unilat lung transplant
33.52,3352,Bilateral lung transplantation,Bilat lung transplant
3.36,336,Combined heart-lung transplantation,Comb heart/lung transpla
33.71,3371,"Endoscopic insertion or replacement of bronchial valve(s), single lobe","Endo ins/re bron val,one"
33.72,3372,Endoscopic pulmonary airway flow measurement,Endo pulm arwy flow msmt
33.73,3373,"Endoscopic insertion or replacement of bronchial valve(s), multiple lobes","Endo ins/re brnc val,mul"
33.78,3378,Endoscopic removal of bronchial device(s) or substances,Endo rem bronch devc/sub
33.79,3379,Endoscopic insertion of other bronchial device or substances,Endo insrt bronc def/sub
33.91,3391,Bronchial dilation,Bronchial dilation
33.92,3392,Ligation of bronchus,Bronchial ligation
33.93,3393,Puncture of lung,Puncture of lung
33.98,3398,Other operations on bronchus,Bronchial operation NEC
33.99,3399,Other operations on lung,Lung operation NEC
34.01,3401,Incision of chest wall,Incision of chest wall
34.02,3402,Exploratory thoracotomy,Exploratory thoracotomy
34.03,3403,Reopening of recent thoracotomy site,Reopen thoracotomy site
34.04,3404,Insertion of intercostal catheter for drainage,Insert intercostal cath
34.05,3405,Creation of pleuroperitoneal shunt,PlEuroperitoneal shunt
34.06,3406,Thoracoscopic drainage of pleural cavity,Thorac drain pleurl cav
34.09,3409,Other incision of pleura,Other pleural incision
3.41,341,Incision of mediastinum,Incision of mediastinum
34.2,3420,Thoracoscopic pleural biopsy,Thoracoscopic pleural bx
34.21,3421,Transpleural thoracoscopy,Transpleura thoracoscopy
34.22,3422,Mediastinoscopy,Mediastinoscopy
34.23,3423,Biopsy of chest wall,Chest wall biopsy
34.24,3424,Other pleural biopsy,Pleural biopsy NEC
34.25,3425,Closed [percutaneous] [needle] biopsy of mediastinum,Clos mediastinal biopsy
34.26,3426,Open mediastinal biopsy,Open mediastinal biopsy
34.27,3427,Biopsy of diaphragm,Biopsy of diaphragm
34.28,3428,"Other diagnostic procedures on chest wall, pleura, and diaphragm",Dx procedure thorax NEC
34.29,3429,Other diagnostic procedures on mediastinum,Dx proc mediastinum NEC
3.43,343,Excision or destruction of lesion or tissue of mediastinum,Destruct mediastin les
3.44,344,Excision or destruction of lesion of chest wall,Destruct chest wall les
34.51,3451,Decortication of lung,Decortication of lung
34.52,3452,Thoracoscopic decortication of lung,Thoracoscopc decort lung
34.59,3459,Other excision of pleura,Other pleural excision
3.46,346,Scarification of pleura,Scarification of pleura
34.71,3471,Suture of laceration of chest wall,Suture chest wall lacer
34.72,3472,Closure of thoracostomy,Thoracostomy closure
34.73,3473,Closure of other fistula of thorax,Clos thoracic fistul NEC
34.74,3474,Repair of pectus deformity,Pectus deformity repair
34.79,3479,Other repair of chest wall,Other chest wall repair
34.81,3481,Excision of lesion or tissue of diaphragm,Excise diaphragm lesion
34.82,3482,Suture of laceration of diaphragm,Suture diaphragm lacerat
34.83,3483,Closure of fistula of diaphragm,Close diaphragm fistula
34.84,3484,Other repair of diaphragm,Other diaphragm repair
34.85,3485,Implantation of diaphragmatic pacemaker,Implant diaphra pacemake
34.89,3489,Other operations on diaphragm,Diaphragm operation NEC
34.91,3491,Thoracentesis,Thoracentesis
34.92,3492,Injection into thoracic cavity,Inject into thorax cavit
34.93,3493,Repair of pleura,Repair of pleura
34.99,3499,Other operations on thorax,Thoracic operation NEC
35,3500,"Closed heart valvotomy, unspecified valve",Closed valvotomy NOS
35.01,3501,"Closed heart valvotomy, aortic valve",Closed aortic valvotomy
35.02,3502,"Closed heart valvotomy, mitral valve",Closed mitral valvotomy
35.03,3503,"Closed heart valvotomy, pulmonary valve",Closed pulmon valvotomy
35.04,3504,"Closed heart valvotomy, tricuspid valve",Closed tricusp valvotomy
35.05,3505,Endovascular replacement of aortic valve,Endovas repl aortc valve
35.06,3506,Transapical replacement of aortic valve,Trnsapcl rep aortc valve
35.07,3507,Endovascular replacement of pulmonary valve,Endovas repl pulm valve
35.08,3508,Transapical replacement of pulmonary valve,Trnsapcl repl pulm valve
35.09,3509,Endovascular replacement of unspecified heart valve,Endovas repl uns hrt vlv
35.1,3510,"Open heart valvuloplasty without replacement, unspecified valve",Open valvuloplasty NOS
35.11,3511,Open heart valvuloplasty of aortic valve without replacement,Opn aortic valvuloplasty
35.12,3512,Open heart valvuloplasty of mitral valve without replacement,Opn mitral valvuloplasty
35.13,3513,Open heart valvuloplasty of pulmonary valve without replacement,Opn pulmon valvuloplasty
35.14,3514,Open heart valvuloplasty of tricuspid valve without replacement,Opn tricus valvuloplasty
35.2,3520,Open and other replacement of unspecified heart valve,Opn/oth rep hrt vlv NOS
35.21,3521,Open and other replacement of aortic valve with tissue graft,Opn/oth rep aort vlv-tis
35.22,3522,Open and other replacement of aortic valve,Opn/oth rep aortic valve
35.23,3523,Open and other replacement of mitral valve with tissue graft,Opn/oth rep mtrl vlv-tis
35.24,3524,Open and other replacement of mitral valve,Opn/oth rep mitral valve
35.25,3525,Open and other replacement of pulmonary valve with tissue graft,Opn/oth rep pulm vlv-tis
35.26,3526,Open and other replacement of pulmonary valve,Opn/oth repl pul valve
35.27,3527,Open and other replacement of tricuspid valve with tissue graft,Opn/oth rep tcspd vlv-ts
35.28,3528,Open and other replacement of tricuspid valve,Opn/oth repl tcspd valve
35.31,3531,Operations on papillary muscle,Papillary muscle ops
35.32,3532,Operations on chordae tendineae,Chordae tendineae ops
35.33,3533,Annuloplasty,Annuloplasty
35.34,3534,Infundibulectomy,Infundibulectomy
35.35,3535,Operations on trabeculae carneae cordis,Trabecul carneae cord op
35.39,3539,Operations on other structures adjacent to valves of heart,Tiss adj to valv ops NEC
35.41,3541,Enlargement of existing atrial septal defect,Enlarge existing sep def
35.42,3542,Creation of septal defect in heart,Create septal defect
35.5,3550,Repair of unspecified septal defect of heart with prosthesis,Prosth rep hrt septa NOS
35.51,3551,"Repair of atrial septal defect with prosthesis, open technique",Pros rep atrial def-opn
35.52,3552,"Repair of atrial septal defect with prosthesis, closed technique",Pros repair atria def-cl
35.53,3553,"Repair of ventricular septal defect with prosthesis, open technique",Pros rep ventric def-opn
35.54,3554,Repair of endocardial cushion defect with prosthesis,Pros rep endocar cushion
35.55,3555,"Repair of ventricular septal defect with prosthesis, closed technique",Pros rep ventrc def-clos
35.6,3560,Repair of unspecified septal defect of heart with tissue graft,Grft repair hrt sept NOS
35.61,3561,Repair of atrial septal defect with tissue graft,Graft repair atrial def
35.62,3562,Repair of ventricular septal defect with tissue graft,Graft repair ventric def
35.63,3563,Repair of endocardial cushion defect with tissue graft,Grft rep endocar cushion
35.7,3570,Other and unspecified repair of unspecified septal defect of heart,Heart septa repair NOS
35.71,3571,Other and unspecified repair of atrial septal defect,Atria septa def rep NEC
35.72,3572,Other and unspecified repair of ventricular septal defect,Ventr septa def rep NEC
35.73,3573,Other and unspecified repair of endocardial cushion defect,Endocar cushion rep NEC
35.81,3581,Total repair of tetralogy of fallot,Tot repair tetral fallot
35.82,3582,Total repair of total anomalous pulmonary venous connection,Total repair of tapvc
35.83,3583,Total repair of truncus arteriosus,Tot rep truncus arterios
35.84,3584,"Total correction of transposition of great vessels, not elsewhere classified",Tot cor transpos grt ves
35.91,3591,Interatrial transposition of venous return,Interat ven retrn transp
35.92,3592,Creation of conduit between right ventricle and pulmonary artery,Conduit rt vent-pul art
35.93,3593,Creation of conduit between left ventricle and aorta,Conduit left ventr-aorta
35.94,3594,Creation of conduit between atrium and pulmonary artery,Conduit artium-pulm art
35.95,3595,Revision of corrective procedure on heart,Heart repair revision
